Infectious
105
108
0
37
0
93
88
53
93
0
83
0
0
39
111
62
45
37
112
67
81
108
41
22
35
0
75
129
53
54
75
83
100
81
78
133
145
0
82
17
63
0
0
0
0
117
65
75
126
91
57
80
0
93
52
109
112
0
32
93
40
133
73
0
0
0
20
0
70
57
87
133
0
150
0
117
0
110
104
36
60
129
74
0
21
65
73
97
0
53
81
61
0
64
0
0
61
0
0
0
123
82
0
0
0
67
93
0
0
120
0
0
0
0
108
62
48
0
0
123
0
46
0
24
141
116
84
0
69
0
0
144
40
0
0
86
126
0
0
69
0
0
107
0
0
58
0
114
104
128
71
0
0
0
54
0
55
0
0
43
38
141
114
56
136
0
38
0
38
157
0
0
82
0
0
107
0
0
65
38
29
53
141
0
0
0
0
0
154
143
0
113
72
143
0
0
98
97
100
119
0
0
57
0
132
123
0
0
119
0
0
139
90
147
0
150
0
0
0
71
0
0
0
0
0
0
106
0
0
0
72
0
30
0
133
0
0
0
0
39
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
153
0
0
0
0
0
0
0
0
0
0
0
79
0
113
0
123
0
0
114
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
91
0
0
0
0
0
128
0
0
0
0
0
0
0
0
0
0
142
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
111
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
